@CO	shape:(13100,)
@CO	dtype:float64
VALUE_0
-3.7928112881949896
-4.434778554147125
-6.399298077318242
-4.59514811575278
-5.53546739897881
-5.552133192749767
-3.5863243984907194
-4.056460055439897
-2.3218216974142716
-4.432688453846419
-4.802643893704966
-4.805006248613802
-5.178629971195406
-5.013714266548455
-5.709676735855935
-5.402952769075518
-5.51332640581646
-4.773489576023642
-4.680759259233176
-5.3273485883345195
-7.115015673916305
-5.432319915886295
-5.672838904360289
-5.152972338354814
-4.849163569978272
-4.770768166445716
-4.824186519502468
-5.442845011980853
-4.3788265752998905
-4.074755714081608
-5.6553964614531145
-4.9375820653646025
-6.989103656910371
-5.341054836890047
-3.8725369057073995
-5.205349996581347
-4.62761214771603
-2.2890104813777525
-4.573462810972763
-5.613136029971702
-5.973568062312214
-3.3213527215350704
-4.2363421918175135
-4.548354316035854
-5.489163872993232
-4.084481586868605
-5.3641503405285595
-4.645448911308665
-5.10770396288775
-3.974291414129919
-4.6087284491972715
-4.83733490052574
-3.002691311687496
-5.063316097272549
-8.887687582139192
-4.50322044597829
-2.162722064976107
-1.4216762972077661
-4.33931645019422
-4.976860225088865
-4.8697949467479225
-5.467369397053971
-2.026851952327275
-6.2178924701029015
-4.762047569206146
-2.7055763655803813
-4.0659069740247835
-3.048813275154322
-4.2148411630408775
-3.302019185822202
-4.551700217909519
-5.450226619442834
-4.145407554494199
-5.5102004210940345
-4.85769737271728
-4.670642054927154
-5.119229884180539
-5.49611020252548
-4.564174677937125
-3.8045766035481225
-5.010979165694164
-3.8097795120006004
-4.8960719733875315
-4.365886467452285
-3.5291502565652113
-2.7602850328936883
-3.600114126114193
-4.822318127097828
-6.24224688800377
-4.05705369854127
-4.8785971509146275
-4.26390421761834
-4.087516203299831
-4.404740539293428
-5.549669127255489
-5.239759881817482
-5.5882772421622535
-5.59432166115926
-4.653378742203239
-3.3967510922124067
-2.027051984729703
-1.5127951070738446
-4.315477725773742
-5.771038213597262
-4.491757983735811
-5.080456986264963
-4.005173043204979
-3.5721518344778334
-5.781320042549065
-6.070858348844862
-4.350113921204243
-4.442341466337118
-4.659381715155223
-4.4759410835136375
-5.104705496399456
-6.456489040126029
-5.138587027547211
-5.465811283970563
-4.367622571509364
-7.402225418196002
-5.377248907506105
-6.116657726647154
-5.532225152509418
-3.167168561503892
-4.006478199844249
-4.7345985818850815
-4.497743318518881
-5.392490900384229
-3.778804257751914
-4.237845686517229
-3.806302171489625
-5.125419625180656
-3.1970726917162864
-4.034906376703885
-4.122278459818571
-3.8618314249711823
-4.929994649910604
-4.866819395971614
-5.300281804829602
-6.162603813412959
-4.5068815933549775
-6.719428345650961
-4.95627636310938
-3.8775241599045596
-3.3907744985065333
-4.126431526783445
-4.291220165065543
-4.687470517440468
-4.539349947397293
-5.170320594588159
-4.2072160816410475
-5.03160721844552
-4.067754226225998
-4.690404004475163
-4.611485095391744
-1.8605785686317113
-6.135836740484268
-4.301073425623318
-5.620962343275846
-4.428096794380602
-5.506546731525361
-4.768485643032068
-4.055592369657578
-5.333927046369537
-3.3824290284671963
-5.16330627606716
-4.399953911362471
-4.8086508910303944
-5.048947048277932
-4.975174489188857
-4.619339483184854
-2.1155054734405128
-2.272925621885272
-3.5432976036874244
-2.3451096691804296
-4.58111919279746
-4.993105628126086
-4.6119475294240395
-5.347072479571192
-5.148278445730827
-3.849147187627825
