@CO	shape:(13100, 2)
@CO	dtype:float64
VALUE_0	VALUE_1
-3.6376457401843254e-13	-28.64217795427197
-8.551520798150136e-07	-13.971987295790482
-3.6376457401843254e-13	-28.642161909966372
-1.2230852608485776e-08	-18.219281658651465
-3.6376457401843254e-13	-28.642176215569826
-2.405092791590846e-11	-24.48144600278237
-4.1827652452752773e-13	-28.423713980556972
-2.986050295916698e-11	-24.26224897737107
-4.864016640016011e-07	-14.53623114361332
-3.6376457401843254e-13	-28.64203896600982
-3.6376457401843254e-13	-28.64217795427197
-3.698236911153785e-08	-17.112809303344793
-1.041794428502385e-11	-25.279831734343134
-5.390783894276829e-07	-14.433405175957262
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177939378083
-6.011760533830568e-10	-21.231514633873637
-1.1470435712368499e-11	-25.265693802822828
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642126338191982
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217493790291
-3.6376457401843254e-13	-28.64217783924457
-5.83518150465423e-09	-18.959421868546197
-1.0283003892830322e-09	-20.695709591558405
-3.6376457401843254e-13	-28.642177952877127
-9.187418926748236e-06	-11.597680080925425
-3.6376457401843254e-13	-28.64217795427197
-1.4926448965724148e-11	-24.937344789203067
-3.6376457401843254e-13	-28.629286584329364
-3.932965064734617e-13	-28.527900457022803
-1.110473332732731e-07	-16.013313664694696
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642141775118727
-3.6376457401843254e-13	-28.64217795427197
-4.008071652350509e-12	-26.24790254177823
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642078184080262
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177888168778
-3.6376457401843254e-13	-28.640726359515345
-3.6376457401843254e-13	-28.64217795427197
-3.6387559632089506e-13	-28.458425256219503
-3.6376457401843254e-13	-28.642177954271965
-3.6376457401843254e-13	-28.642175227009034
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-4.079619420060965e-10	-21.61984142390884
-3.6376457401843254e-13	-28.642176588883746
-3.6376457401843254e-13	-28.64217795427197
-1.8076274416189975e-07	-15.526083612147113
-2.90791665746859e-08	-17.35326057810795
-4.158340338733524e-13	-28.27365778944801
-3.6376457401843254e-13	-28.642177945113822
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177937955832
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795412012
-3.6376457401843254e-13	-28.617725433593336
-3.6376457401843254e-13	-28.642174467387516
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795426953
-6.290682175169593e-08	-16.5816039799347
-1.3926992059598575e-08	-18.089442915722373
-1.3150036615172667e-12	-27.35694829919222
-1.4405816061713317e-06	-13.45046420386146
-1.7857354484007715e-10	-22.4492217247188
-1.3090806216808915e-11	-25.075776671608896
-1.0367102509012405e-05	-11.4768782131559
-3.6376457401843254e-13	-28.642177952528233
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217203605174
-4.417302851278393e-08	-16.935140709321992
-3.6376457401843254e-13	-28.642177249164533
-2.0349989539591995e-06	-13.105016356182999
-3.6376457401843254e-13	-28.64217795423248
-3.6376457401843254e-13	-28.64217795372327
-3.6376457401843254e-13	-28.642177924945525
-3.6376457401843254e-13	-28.64217790331105
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-1.496209267592974e-10	-22.62406931572766
-3.6376457401843254e-13	-28.642174585429284
-1.7883067249258033e-10	-22.442957663624234
-3.6376457401843254e-13	-28.642097199179286
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642002575295034
-3.6376457401843254e-13	-28.642166915294414
-3.6376457401843254e-13	-28.64217795427197
-3.769762280114719e-13	-28.599229819457786
-5.075040062085812e-07	-14.49376107254074
-3.6376457401843254e-13	-28.64217795427197
-2.1847523790086143e-12	-26.938702849227855
-1.1287026868700423e-11	-25.27446725654588
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.2867908245082234e-07	-14.928184062525931
-2.4956509081519584e-10	-22.111980546005203
-3.2727258125753167e-09	-19.537548264361384
-1.3914467840714373e-06	-13.485167004504682
-1.5906859163195008e-10	-22.558968448544228
-4.0599829054244196e-10	-21.626031679476974
-1.1504005420492902e-07	-15.977988475310248
-1.798799997843048e-11	-24.777013472653476
-5.979635120390014e-10	-21.238780141282987
-3.6376457401843254e-13	-28.6421779541673
-7.644829214115134e-12	-25.691108672599547
-3.6387559632089506e-13	-28.64185796561519
-3.419699523554698e-10	-21.79633690282095
-5.628561505766072e-10	-21.297171585535697
-2.2227980567279815e-10	-22.22713612316469
-2.905289508969844e-09	-19.656909602269288
-1.6001386327069156e-09	-20.253248545062352
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217747768153
-3.6376457401843254e-13	-28.642177954271656
-5.669093891547128e-07	-14.383066014581512
-7.841770011118854e-10	-20.96608478835799
-3.678723992095456e-13	-28.630536769141543
-6.64695021246331e-10	-21.13278992837317
-3.6376457401843254e-13	-28.64217795427197
-1.5215911863819542e-10	-22.610010545682353
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217793918841
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-1.839547993376378e-07	-15.508576471916893
-7.000290498215822e-06	-11.869562455113913
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795418607
-1.4408953635247634e-06	-13.450246921027091
-2.0369206321646516e-11	-24.612824081387146
-5.070744918400649e-08	-16.797182499521064
-3.5596370934753985e-06	-12.545853704141205
-3.392814307279224e-09	-19.501608793777503
-1.870131854209145e-06	-13.189502212923145
-2.398184176244378e-07	-15.243382451104818
-3.792553937009835e-07	-14.785056738274328
-1.4765968449625966e-06	-13.425771316339773
-1.6592869495624107e-06	-13.309123274556631
-3.816007334733751e-06	-12.476308009295343
-3.706821328219867e-07	-14.807920194018543
-3.6720626539477053e-13	-28.63277669759316
-2.5464460874924377e-06	-12.88081329964173
-2.8082930425554764e-10	-21.99424903044443
-1.1316366719804627e-06	-13.691845472210025
-2.178316961420901e-06	-13.03695905949722
-2.4408765356143114e-06	-12.92315467712233
-7.718864381001111e-09	-18.679615780389483
-1.488859036058443e-11	-24.936432149268224
-4.0362473086030803e-08	-17.025366666818623
-3.6376457401843254e-13	-28.642177876697833
-3.6376457401843254e-13	-28.64217795427197
-6.585535438641266e-07	-14.233219945178355
-1.9007149180683136e-06	-13.17328135402979
-1.991573572723837e-12	-26.94015346315127
-6.157846454968308e-11	-23.50617735681146
-1.1466165722451294e-07	-15.981279744948313
-2.091308792806501e-10	-22.285248797076328
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64216863434695
-9.22436608763455e-08	-16.198835225472518
-4.1905368064476534e-13	-28.205094213379546
-3.6376457401843254e-13	-28.64217795427197
-9.171136627905696e-10	-20.810225234144383
-4.148003798276623e-06	-12.392885412777886
-5.451750162421831e-13	-28.191588844446475
-1.9893436897788774e-10	-22.33449075325308
-3.6376457401843254e-13	-28.642177954258766
-3.6376457401843254e-13	-28.630316295957414
-3.6443070783320763e-13	-27.529648337720655
-3.6376457401843254e-13	-28.642086406333657
-2.2753560147137364e-10	-22.206641156138822
-1.6349729742293206e-07	-15.626465442269556
-1.6731338536857265e-11	-24.843623599518345
-3.3783319136615475e-07	-14.900714792862988
-6.580637063546835e-06	-11.931382360010568
-1.1243173059227729e-11	-25.176194091045268
-2.813906625875884e-06	-12.780938153947549
-2.2188861859007147e-11	-24.562389951215128
-1.9111396933335634e-06	-13.167811706228434
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.6421779507772
-6.456578255376044e-08	-16.555580728267078
-1.2737603444223922e-07	-15.8761206734972
-3.6376457401843254e-13	-28.642177949588152
-3.897020650622807e-09	-19.363146358138792
-1.641115021655537e-11	-24.796111045214555
-1.3952605409317531e-05	-11.179851289608797
-3.6376457401843254e-13	-28.642177954271922
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177085491653
-3.8641312372078573e-13	-28.576019494411206
-2.2528834927593167e-06	-13.00330071418672
-3.6376457401843254e-13	-28.64193162565749
-3.6376457401843254e-13	-28.64217795427197
-1.72550791710524e-07	-15.572571168813008
-3.6376457401843254e-13	-28.64217795251412
-3.6376457401843254e-13	-28.64217795427197
-1.151946686983596e-06	-13.67405762224413
-7.368384493111613e-07	-14.12089777530498
-8.356495374006734e-07	-13.995057894072252
-2.1061524729804049e-07	-15.373231295671642
-6.68925006663823e-07	-14.217594157150561
-1.4840009149308386e-07	-15.72335322971313
-5.357097717095805e-07	-14.439673877433451
-4.38418357173731e-10	-21.547226620765375
-3.6376457401843254e-13	-28.64217795426492
-6.822602902079034e-07	-14.197855838682786
-1.002840041713915e-05	-11.51009446852921
-3.6387559632089506e-13	-28.641420547613496
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-6.373954881122579e-07	-14.26587497163089
-3.637666279310281e-10	-21.73455133243762
-3.640976409258201e-13	-28.639383962840345
-3.6376457401843254e-13	-28.64217795410023
-3.6701299221952866e-09	-19.42320798174517
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-1.427930355624163e-07	-15.761869271812671
-3.6376457401843254e-13	-28.64217795427197
-7.85114592782854e-08	-16.36002407226399
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-1.128647175718811e-11	-25.20994578216769
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217331487963
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427176
-1.897725404542694e-06	-13.174855877448703
-2.9202763746072335e-07	-15.046416465217911
-1.1600821011037432e-06	-13.667020745973742
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.6421779537537
-3.6170788586531444e-11	-24.02444399645471
-6.248583535206631e-06	-11.98315900860226
-3.6376457401843254e-13	-28.64217795427197
-4.949817334176654e-06	-12.216162383944912
-6.467604229953849e-13	-28.066075887090747
-6.642441596760307e-10	-21.131776346175776
-1.467568611634995e-07	-15.73448911181256
-3.3440565372355735e-08	-17.21350848815306
-5.340658246200114e-07	-14.442746634125397
-1.491068379877447e-11	-24.883072735662115
-1.3339499270181854e-06	-13.527366533772833
-3.6676217618492046e-13	-28.632842189249292
-3.6387559632089506e-13	-28.641911609194405
-8.694989125923591e-07	-13.955350051292632
-9.540922434325694e-07	-13.86250647316705
-3.6376457401843254e-13	-28.64217795427197
-2.9438263399184095e-07	-15.03838723601033
-9.935779677339163e-07	-13.82195405720073
-3.7775504946324645e-11	-23.980482091736604
-1.634897772717636e-11	-24.881826685143924
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.62822285224503
-2.185085445916002e-12	-26.545531429993858
-3.6376457401843254e-13	-28.64217795427197
-1.7414301572982183e-07	-15.563384551707179
-1.0117202076109777e-09	-20.711189949807963
-8.66045957170769e-10	-20.867435124333987
-3.6376457401843254e-13	-28.64217795341414
-3.444487958803588e-06	-12.578737134849536
-7.273626145831713e-13	-27.263967645074473
-3.6376457401843254e-13	-28.64217795427189
-1.181998943167173e-12	-27.376160326288616
-4.99659470631908e-07	-14.509339814693636
-3.4297751694278844e-08	-17.188172297787133
-8.006643704150385e-07	-14.037824459640055
-3.99564792624707e-06	-12.430306671366038
-2.6229446392633804e-10	-22.062978679983182
-1.8738495755066253e-09	-20.09518991524331
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177777597066
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.727573805178963e-13	-28.616321781348425
-1.958347833619367e-06	-13.143410607119137
-5.4733801990725084e-08	-16.720791319859696
-3.6654013157999543e-13	-28.617604226420102
-3.6376457401843254e-13	-28.641446051448273
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64104978618974
-3.6376457401843254e-13	-28.642177954259346
-9.563622116459669e-11	-23.07419598634506
-6.690902831785195e-10	-21.124717572947347
-3.0100921755149557e-12	-26.52829163173132
-1.395963138473011e-06	-13.4819265308371
-7.881007568766307e-09	-18.658791697577733
-7.427743420329591e-10	-21.01979268031294
-3.6376457401843254e-13	-28.642177954271016
-3.6376457401843254e-13	-28.64217795114124
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.641838466690942
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642175639930922
-3.6376457401843254e-13	-28.64217795427197
-2.0542938037881875e-06	-13.095579539995104
-1.2951190120347178e-10	-22.768332370685542
-3.972770132143477e-06	-12.43604892456032
-3.6376457401843254e-13	-28.642102460338993
-3.0013840804365977e-06	-12.7164383684294
-1.8596642559209897e-09	-20.103153721754545
-3.6376457401843254e-13	-28.642177954270785
-5.273434466879223e-10	-21.362133807526977
-5.958417093054891e-11	-23.55326816145395
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-4.0706327197881365e-13	-28.502273409159564
-2.042956620540437e-08	-17.706313184565197
-6.71660452866707e-07	-14.213513250063968
-1.8514915384182373e-07	-15.502102957374031
-1.3047489034190285e-06	-13.549500636849004
-1.5755050625232414e-07	-15.663523783843896
-3.6376457401843254e-13	-28.64217795333887
-3.6376457401843254e-13	-28.640304967009616
-3.6376457401843254e-13	-28.641616310623938
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64214645301972
-3.6376457401843254e-13	-28.64217795427197
-2.9486912911380614e-11	-24.269197068798572
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.647637747405952e-13	-28.638807813227764
-1.8055489076074238e-07	-15.527231219992467
-4.916622664552506e-13	-28.340468972982162
-2.9701165416007314e-09	-19.634478490779077
-5.827735516383825e-10	-21.263167749811235
-3.6376457401843254e-13	-28.642177954271855
-3.6376457401843254e-13	-28.642177818990234
-3.6398661862335757e-13	-28.025290373206403
-3.6376457401843254e-13	-28.64217590997338
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6443070783320763e-13	-27.51572430968355
-3.640976409258201e-13	-28.64132627582717
-4.767449255871359e-06	-12.253701574875752
-3.693156891415583e-13	-28.592838905243433
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177954271915
-3.6376457401843254e-13	-28.642134752047536
-3.288414855417976e-07	-14.92769102434024
-6.783011302358144e-06	-11.901092799119464
-1.4911794021799096e-11	-24.889322008099214
-3.950466281321674e-07	-14.744263172137359
-7.73450173408019e-07	-14.072405924610209
-4.5806157450423157e-07	-14.596263049737969
-2.4982486795943615e-07	-15.202504684209636
-1.1293089446917648e-07	-15.996493724555329
-1.2148803579803413e-07	-15.923454710131118
-6.342912828360969e-06	-11.968175585777592
-4.561351296672456e-13	-28.415819577165585
-3.937516585561518e-07	-14.747546518647844
-8.561540365548126e-12	-25.482616217875574
-2.0963527885831112e-07	-15.377899044273061
-3.0633907249777437e-07	-14.998573519255345
-2.4847670782035536e-07	-15.207920018106142
-8.753672262051815e-07	-13.948622468618879
-3.1232010905268837e-07	-14.97923795030921
-1.3492782952040372e-07	-15.81852786526249
-4.6208396459190837e-07	-14.58752030280435
-1.0848518833261878e-07	-16.03665370408187
-6.396153430787699e-07	-14.262398677286784
-1.2243028842395809e-06	-13.613139711548039
-5.011688231082445e-09	-19.111385697176345
-7.871666823922041e-08	-16.357407819281676
-2.739342347957141e-07	-15.110377351369833
-6.589591422523355e-08	-16.535193870472845
-8.728515775158208e-07	-13.951500636498245
-1.151185893999429e-06	-13.674718657067405
-1.501091191402626e-06	-13.409318563715248
-2.0961063301183636e-06	-13.07543014095693
-1.2181606020011948e-06	-13.618168973674674
-4.397467914807329e-07	-14.637067521170824
-3.208743110105772e-08	-17.25480652444449
-1.120538975662999e-06	-13.701701824004633
-3.2825450302365056e-08	-17.232051534198515
-4.588953977924248e-08	-16.897020049865244
-3.611194924757477e-07	-14.834058162817687
-3.3830056372918804e-07	-14.899332706161857
-7.697953367247212e-06	-11.774559965496064
-3.6531888625290776e-13	-28.628028502800245
-3.6376457401843254e-13	-28.642177953793823
-1.2086442957581767e-12	-27.37510663713583
-4.555702106723292e-06	-12.299133179173982
-3.6398661862335757e-13	-28.641613670735037
-8.24856021985898e-07	-14.008056465898692
-5.93977060314721e-08	-16.639021538604002
-1.44495901743813e-07	-15.750014107124414
-2.294635083666119e-06	-12.98493794025282
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642160848208487
-1.786621933730359e-08	-17.840390715925533
-1.7491068453057146e-06	-13.256406246664513
-2.0477574730337622e-07	-15.401348718256996
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177269439774
-1.310690445066598e-11	-25.001339271793988
-3.6376457401843254e-13	-28.6421772145471
-5.644086303879803e-08	-16.69008337094518
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-26.06937889995907	-4.4131920340362285e-12
-3.6376457401843254e-13	-28.64217795427197
-1.923879205945056e-08	-17.76634677220186
-1.305705543686031e-11	-25.11684628219707
-3.636337971291148e-07	-14.827116703561448
-7.513495658972857e-09	-18.706508782318235
-2.0058652790977405e-06	-13.119436105081299
-1.3087808614642427e-11	-25.00048467266625
-5.331600911484546e-06	-12.141861764687471
-3.6376457401843254e-13	-28.64217795427197
-3.9795944317688736e-13	-28.496239919630096
-4.941363235255736e-08	-16.82303655206227
-3.6376457401843254e-13	-28.64217795427197
-3.6387559632089506e-13	-28.642000222582467
-2.513438960349834e-06	-12.893859636653588
-2.7255840862050462e-08	-17.418017788244377
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6398661862335757e-13	-28.098475807466695
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642148113097587
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.641883068146292
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.640145576949276
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.633203554683025
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177695727323
-3.6376457401843254e-13	-28.642165748259888
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177954271286
-3.6376457401843254e-13	-28.6421779514969
-3.6376457401843254e-13	-28.64217795422552
-1.2150135897393e-09	-20.528104322760473
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642157892106933
-6.2027644719409025e-06	-11.990518612364857
-3.6376457401843254e-13	-28.642177792049687
-1.513699757205167e-07	-15.703541248250167
-3.6376457401843254e-13	-28.64217795427197
-1.3152661744508798e-05	-11.238893004197802
-3.6376457401843254e-13	-28.64217795427197
-3.743234059938594e-07	-14.7981462476229
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-7.908285137858684e-12	-25.596427448686935
-1.452449271965861e-12	-27.092696150572138
-2.734124852632469e-07	-15.112286957763096
-3.6376457401843254e-13	-28.64217793679339
-1.354230616534835e-10	-22.720475660194218
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-9.694706148977161e-11	-23.0515537121719
-3.6376457401843254e-13	-28.64217795427197
-1.6747769837621718e-11	-24.777388051462832
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177950072814
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217233130027
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177954271617
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177954257143
-3.6376457401843254e-13	-28.505607487729293
-3.6376457401843254e-13	-28.642177954269272
-3.6864955532678323e-13	-28.624324761871545
-1.193273986843657e-07	-15.941399555413714
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427147
-1.2741291355311546e-10	-22.787161740560837
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177936235505
-1.1874760341701318e-08	-18.24887539564153
-6.324575599347959e-07	-14.273654122939295
-2.6087945692587766e-09	-19.764685685445954
-7.738451157646153e-09	-18.677074361483264
-3.3586090020243375e-09	-19.511678623061293
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217755475816
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-8.06878452941362e-11	-23.23413673166685
-3.6376457401843254e-13	-28.64217795427197
-6.192814094863053e-09	-18.899853117729183
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177458139276
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.643196855307451e-13	-28.640064862876777
-4.537857700714909e-09	-19.210774715637847
-2.9062863227125035e-12	-26.55080892075343
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-1.3502830797929022e-08	-18.120334836728336
-1.0820511153752932e-11	-25.236689691589415
-1.7342897093430842e-06	-13.264913193983071
-3.6376457401843254e-13	-28.642177815328374
-1.7537786821120172e-06	-13.253738952074448
-8.536880702347815e-09	-18.578912567114905
-3.374989888116353e-07	-14.901705646665636
-1.7505644273052567e-07	-15.558157908175087
-3.685385330243207e-13	-28.59960757587984
-3.6376457401843254e-13	-28.64217795427197
-1.5955029630809747e-07	-15.650910993861817
-3.6376457401843254e-13	-28.64217795427197
-2.0327381389240173e-08	-17.71131907772307
-3.6376457401843254e-13	-28.642177954271936
-3.6376457401843254e-13	-28.642177941842924
-3.6376457401843254e-13	-28.64217795427197
-9.393873140473019e-08	-16.180620277863973
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642128350578865
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.57417375837345
-2.183642155983989e-12	-27.34154591850173
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.635727268755343
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-9.050984961511688e-10	-20.82342573990008
-1.7966002457958652e-07	-15.532200301730784
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217793521565
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177953363277
-3.6376457401843254e-13	-28.642177952680708
-3.6376457401843254e-13	-28.642177954271933
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-6.810037698146143e-06	-11.897116333278136
-3.7153613519080864e-13	-28.575081472650673
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177954260532
-3.6376457401843254e-13	-28.642177954271876
-3.6376457401843254e-13	-28.64217795427196
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.620531623974657
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-4.6554177179913836e-10	-21.486988244963232
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177910183552
-1.1669903014877026e-05	-11.358503265954326
-3.6376457401843254e-13	-28.64217795427197
-3.6398661862335757e-13	-28.437019434371106
-1.128558357876841e-11	-25.2486764952654
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-1.4163230960262396e-07	-15.770028807181985
-3.6376457401843254e-13	-28.64217795427197
