@CO	shape:(13100, 2)
@CO	dtype:float64
VALUE_0	VALUE_1
-3.6376457401843254e-13	-28.64195102082343
-3.6376457401843254e-13	-28.64217795369827
-3.6376457401843254e-13	-28.64217795427197
-1.1736148247676326e-07	-15.958008645335532
-9.770886245097365e-07	-13.83868869980238
-3.6376457401843254e-13	-28.64217795427197
-1.043914954479419e-11	-25.282324522571123
-8.599520041840947e-06	-11.66380839725576
-3.640976409258201e-13	-28.641192020080815
-1.7853983311222343e-06	-13.235869800908965
-2.1082419976448108e-08	-17.674858835354353
-3.592737218838238e-12	-26.309473742176753
-6.895685689123354e-10	-21.096116464869546
-3.6376457401843254e-13	-28.642119709798656
-3.6376457401843254e-13	-28.642177953712707
-5.267023707733465e-07	-14.456630085755627
-1.6085664328313598e-07	-15.642757471797681
-3.6376457401843254e-13	-28.64217795426365
-3.6376457401843254e-13	-28.642177954271432
-9.799468575614794	-5.548261408550026e-05
-17.537175761075428	-2.4194251380116327e-08
-3.6376457401843254e-13	-28.64217795427197
-9.255374244787617e-13	-27.580338167529096
-2.003592985966307e-08	-17.725716396659262
-2.127271514329454e-06	-13.06067134476627
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-4.855560398198122e-13	-28.353147231607956
-4.954508232846155e-06	-12.215215151735643
-3.6376457401843254e-13	-28.642177278128894
-1.1954242080114419e-06	-13.63701019173926
-1.4379442081491334e-11	-24.935954910238856
-3.6376457401843254e-13	-28.642177954271933
-3.6454173013567015e-13	-28.606062941296326
-3.6376457401843254e-13	-28.64217795427197
-1.2816683941929696e-07	-15.86993027913248
-3.6376457401843254e-13	-28.64217795427197
-4.990962093609497e-08	-16.813053458093613
-3.6753933230215807e-13	-28.601732809070903
-3.6376457401843254e-13	-28.6421509075784
-5.303831263070435e-10	-21.356728023636833
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-2.3431784290650626e-10	-22.174673987149994
-3.6376457401843254e-13	-28.64217795427197
-6.756454770107112e-07	-14.207598550169358
-5.5387971986675666e-11	-23.605379386942403
-7.373908546548513e-07	-14.120147746117548
-7.452560352727566e-07	-14.10953733328857
-3.2944106048149457e-06	-12.623284784492881
-1.8552326341847447e-11	-24.750816602982542
-8.987319805586758e-07	-13.922281947931069
-1.2064121889809876e-06	-13.627860761685017
-1.2054451565268742e-06	-13.628662243180226
-3.0243365495286056e-07	-15.011403588920992
-3.419132690862803e-07	-14.888708079002713
-9.89284420105374e-07	-13.826283922007017
-1.1647805602810202e-06	-13.662978365079127
-5.7753802740201365e-08	-16.667073077103502
-0.0001495635196843148	-8.807864157613771
-0.009494361018514474	-4.661800658126018
-26.44470739432241	-3.274991389190518e-12
-3.6376457401843254e-13	-28.64217795427197
-9.99596180883966e-07	-13.81591520467405
-8.460621092609699e-12	-25.485682888543018
-3.6376457401843254e-13	-28.64217795427197
-3.6387559632089506e-13	-28.64172578424861
-3.6376457401843254e-13	-28.64217795427197
-3.2512756209523985e-08	-17.24163337148601
-9.295432123468395e-07	-13.888573103170083
-1.9718399290602484e-06	-13.136544204796682
-1.1991355131080184e-09	-20.541871101427216
-1.5133977404602206e-10	-22.609468042279165
-1.1384017352678022e-06	-13.685886040086237
-2.4301858247977037e-08	-17.532700288491895
-1.1071754624225605e-11	-25.190194705175394
-6.01458699511781e-09	-18.92911418888337
-2.6008085407536186e-08	-17.464889459315096
-3.6376457401843254e-13	-28.64217008148832
-3.6376457401843254e-13	-28.642177954271695
-3.6376457401843254e-13	-28.64217795427197
-4.004629960974171e-12	-26.222080804507755
-3.6376457401843254e-13	-28.641039657183985
-3.6465275243813267e-13	-27.424496306744295
-3.6376457401843254e-13	-28.642177953122292
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64166199467675
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642088846754202
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-1.047637160356274e-08	-18.374178683084743
-3.7325648127861655e-10	-21.709756059807646
-4.2322132348671104e-07	-14.675371814540709
-1.35184162480817e-06	-13.514043544374022
-2.76510646446404e-06	-12.798432583242146
-1.37859449966804e-08	-18.099656314363706
-2.766534533127363e-07	-15.10050106976134
-3.6376457401843254e-13	-28.642177954271947
-5.4908992519475674e-08	-16.717580745557225
-1.5054610053022444e-07	-15.708996783933484
-3.0348805563074066e-07	-15.007924007380899
-2.1240097308750094e-07	-15.36478930949128
-3.2759302104334864e-08	-17.234089761725034
-1.0574707776100922e-11	-25.268246996139254
-1.0422971069568021e-07	-16.07667098703924
-1.041115801792003e-06	-13.77521779352299
-1.5680164132114705e-06	-13.365700297280306
-1.8463261046153256e-06	-13.202313414466207
-6.854614709173035e-09	-18.798358567823048
-2.0152379764937223e-11	-24.647526734979742
-5.847156092642081e-12	-25.951568769133544
-3.6376457401843254e-13	-28.64217795427197
-25.58993893014984	-7.69889707541438e-12
-16.0830108590092	-1.0357075785893954e-07
-14.04473746435532	-7.951484048973612e-07
-13.870606431611938	-9.463948570931358e-07
-3.6376457401843254e-13	-28.64217795427197
-9.68751190377759e-11	-23.057228712604434
-3.6376457401843254e-13	-28.642177869833798
-3.231191703090275e-09	-19.550360853979367
-3.6376457401843254e-13	-28.64217795427197
-7.644718191812672e-12	-25.70283676521553
-3.6387559632089506e-13	-28.43853292358626
-3.6376457401843254e-13	-28.6421773047412
-3.6376457401843254e-13	-28.64214188452444
-8.261724637748102e-13	-27.237883515918085
-1.2512707536771472e-10	-22.804033539534178
-1.3456186165328177e-10	-22.725404142208717
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.591007754296843
-3.818612093198226e-13	-28.58835650113044
-1.8913213918891891e-06	-13.1782358038643
-3.6376457401843254e-13	-28.64172037456125
-3.6376457401843254e-13	-28.64217795427197
-2.9307207499718047e-07	-15.042847184404364
-3.3302934471790557e-06	-12.612451755162468
-3.7575498268438423e-13	-28.60977471027497
-2.2214195760650313e-08	-17.622548772006915
-5.857020424215875e-11	-23.554978898859616
-1.2350147410300494e-07	-15.907011226752
-4.991082785954504e-08	-16.813013489217987
-3.6376457401843254e-13	-28.64217795427197
-1.0810202732969287e-10	-22.94462850861943
-3.6376457401843254e-13	-28.64217795424526
-3.6376457401843254e-13	-28.64217795427197
-7.19722943776091e-06	-11.841817930382854
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.640173880351433
-3.6376457401843254e-13	-28.64217795413303
-3.6376457401843254e-13	-28.642014788076498
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177899350738
-4.337758452488405e-06	-12.34815486688526
-3.277322857542231e-12	-26.442283708898444
-4.453749036237298e-10	-21.533288863173457
-1.251627892162599e-06	-13.59106645778954
-3.6376457401843254e-13	-28.64217795427197
-6.08940675661529e-12	-25.69834014244996
-7.173943106231206e-10	-21.055563306554735
-3.6376457401843254e-13	-28.642177950670774
-3.6376457401843254e-13	-28.642177953987954
-1.625533041504923e-12	-27.043120210593862
-3.5191560400216204e-06	-12.557290974009414
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.641216858806587
-3.6376457401843254e-13	-28.642177954271947
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-9.923291792168776e-07	-13.823211174401955
-8.532780981784782e-09	-18.579365568145082
-2.6924302570785485e-07	-15.127651575811287
-3.649858193455202e-13	-28.63103135428056
-3.6376457401843254e-13	-28.642170534778433
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177950040068
-3.6376457401843254e-13	-28.64217795427197
-1.9910172103509982e-05	-10.824289725348578
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642176326141026
-6.325412416074983e-11	-23.48966039928596
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.641745992512714
-3.6376457401843254e-13	-28.64217795427197
-1.1315514636400792e-09	-20.600005468929833
-3.754219157769967e-13	-28.602383962710345
-1.6648553091691554e-09	-20.213367826968916
-3.6387559632089506e-13	-28.63398404109951
-3.6376457401843254e-13	-28.57978597147679
-3.6376457401843254e-13	-28.64217795427197
-3.643196855307451e-13	-27.619620050996417
-3.6376457401843254e-13	-28.642177553258183
-3.6387559632089506e-13	-28.399951409137525
-3.640976409258201e-13	-27.978956904491646
-3.6376457401843254e-13	-28.642173184074736
-3.6376457401843254e-13	-28.6421416500992
-1.9379681160391904e-06	-13.153871633752209
-3.6398661862335757e-13	-28.640250271951125
-3.6376457401843254e-13	-28.626431328034247
-3.6376457401843254e-13	-28.64217795427197
-3.648747970430577e-13	-28.592767335345297
-1.4753198662731393e-12	-27.11075565495312
-1.8987951235227563e-06	-13.17429198174144
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217765378256
-4.390364867767893e-07	-14.63868285375258
-9.968757980760579e-07	-13.818639666779095
-2.3939183968479938e-12	-26.757380982791133
-1.1363849666823356e-07	-15.990247100267856
-4.414801857421935e-13	-28.103732425798732
-3.6376457401843254e-13	-28.642177954271965
-1.847707170599122e-08	-17.806755929598527
-1.490668699588582e-11	-24.943009486385062
-1.106983538667894e-06	-13.713872659244977
-1.9254518701661283e-08	-17.765482015621544
-2.5828950089845648e-11	-24.384389713393993
-1.20226056582462e-06	-13.631307038452148
-5.172748817616757e-07	-14.474691360057346
-2.0825693364256992e-07	-15.384494476408143
-3.6376457401843254e-13	-28.64217795407864
-3.6376457401843254e-13	-28.64213477069892
-3.6376457401843254e-13	-28.64217795427197
-1.801586657634857e-11	-24.770592321905408
-2.800734821006845e-06	-12.785630141692067
-1.3379649110856207e-08	-18.129492773052686
-4.980699908063713e-09	-19.117641754899402
-2.5859155706742243e-06	-12.865432255422016
-1.0756340262929598e-11	-25.20684241912424
-1.661110138329036e-11	-24.778997903101885
-9.149488743864786e-07	-13.90439751888228
-5.98526783690545e-12	-25.769989402225953
-3.6376457401843254e-13	-28.642177048619146
-6.848723432262283e-07	-14.194033534459757
-5.177093920227804e-09	-19.079145621055833
-6.503252547584992e-09	-18.85102855684104
-5.66597581630468e-08	-16.68618951627918
-9.545180984504853e-08	-16.164651063582184
-2.7199834434776804e-07	-15.117468477860195
-2.1563803004331916e-07	-15.349663634827904
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177949245053
-2.472746271603432e-05	-10.607608461359536
-16.538626397609697	-6.567008220548232e-08
-3.6376457401843254e-13	-28.64217795427197
-3.5823011224067614e-12	-26.61651281918962
-2.5927204438946916e-08	-17.467982589587926
-2.7904900612440997e-12	-26.597268682817298
-2.1368056768444887e-09	-19.963750730716058
-2.360917017441011e-11	-24.436476614234518
-1.256678094918584e-11	-25.121316944647692
-3.77642361826247e-13	-28.105025680705992
-3.6376457401843254e-13	-28.64217795427197
-4.4865831633211783e-07	-14.617002941223216
-2.5754627153151688e-08	-17.474681664916783
-6.745306369015935e-09	-18.814376062896
-1.4369713546291685e-06	-13.452973848632416
-9.49150002871324e-07	-13.867698759011382
-5.970723915282861e-12	-25.82942476924009
-7.784939359822829e-12	-25.477143612513185
-5.706204715960617e-07	-14.37654246075004
-1.893932177754465e-09	-20.084643621375577
-3.0584681012801873e-06	-12.697598071772129
-7.857975381497795e-11	-23.275206129130016
-2.6303238198632783e-08	-17.453577458067105
-1.489353814165817e-07	-15.719757610809442
-1.146629002302113e-07	-15.981272509564718
-1.7647834860134992e-09	-20.15485734065657
-6.512217537446574e-08	-16.547001924252
-3.0623836799748005e-12	-26.511273421080954
-7.58242443887891e-07	-14.092263761540497
-3.6376457401843254e-13	-28.64217795427197
-2.485962902587513e-06	-12.904851762045405
-1.0550949003373944e-11	-25.261719236206652
-3.2734484567420452e-09	-19.537640578341648
-8.8878750470478e-08	-16.235998758054272
-3.6465275243813267e-13	-28.639784745051884
-1.7790436114828445e-06	-13.239435346192264
-1.972366714397822e-12	-26.943269958264125
-1.6711230732546767e-09	-20.209492379382276
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177954271908
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177940234724
-2.492849981994283e-09	-19.809641363521838
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642175967323475
-3.6376457401843254e-13	-28.63115870078922
-3.6376457401843254e-13	-28.641565929775677
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642008734944753
-1.315614445163149e-08	-18.146336739225443
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217792326847
-3.6376457401843254e-13	-28.64217795427187
-7.632891263487096e-09	-18.690749597454193
-3.6376457401843254e-13	-28.64217795427197
-6.848248808588586e-07	-14.194101984343934
-3.6376457401843254e-13	-28.64217795427197
-8.045636379350185e-11	-23.243835386330513
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.642177954145748
-2.7671032132303708e-11	-24.321172807991573
-3.699818229563334e-13	-28.62163093233858
-7.58480183660204e-08	-16.3945307629561
-3.6376457401843254e-13	-28.64217795427166
-1.7013838558566086e-06	-13.284069125649157
-2.7534086122216195e-12	-26.97525475914837
-2.229050277691158e-12	-26.912571501386115
-3.6387559632089506e-13	-28.64166654839805
-4.163378780619453e-08	-16.994341729552197
-2.2189639015124385e-11	-24.52923014463223
-1.4694849874152816e-06	-13.430599489346035
-1.419748818509703e-09	-20.3728205125585
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.63356449615161
-3.640976409258201e-13	-28.640067825693112
-1.228211976567195e-11	-25.157987946944594
-9.421401447329281e-07	-13.875112336799454
-4.1907333891977316e-07	-14.685220289459936
-3.189397765557267e-06	-12.655680000601647
-1.2989664899265563e-11	-25.127047266937456
-8.304888443610992e-10	-20.909497857571843
-5.533465815554806e-07	-14.407281516402755
-2.8088023997785427e-06	-12.782753770893855
-1.491023970956462e-11	-24.955663853820237
-5.513508350429852e-07	-14.410894781894779
-1.1070581279470915e-07	-16.016389616414557
-1.0260941801787382e-07	-16.09234087432826
-2.333767124607089e-06	-12.96802819985962
-3.4597208431463855e-10	-21.78600717672395
-4.859150061764517e-07	-14.537231771552772
-1.6140777234774362e-06	-13.336747788852556
-9.695437791501504e-08	-16.149023923959778
-3.6376457401843254e-13	-28.64217795425167
-1.7387387258871456e-06	-13.26235129196524
-1.822487066815981e-08	-17.82049331745957
-1.161792884118995e-12	-27.480105868170607
-1.1662936727496742e-09	-20.569480725446297
-5.010178522057984e-08	-16.80920502294097
-1.8008272095748623e-09	-20.134783103540315
-1.877192290500318e-10	-22.39742705648277
-8.280039431873831e-10	-20.91202432137096
-5.464487225492753e-07	-14.419825894760306
-3.6376457401843254e-13	-28.642177314390228
-3.769597911595923e-09	-19.396158721729815
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-2.7680886910408375e-07	-15.099941234375112
-2.363343981959254e-06	-12.955434440425813
-3.6398661862335757e-13	-28.639997734769086
-3.6376457401843254e-13	-28.63645936439528
-3.67095243092308e-13	-28.630152892594236
-1.3499568740638068e-08	-18.120568460919454
-5.295525629112063e-09	-19.05631897123234
-1.1339096328555343e-11	-25.158579189605714
-4.080458193556069e-12	-26.22413382736882
-2.5982095355758794e-06	-12.8606893604487
-3.7245868056423603e-09	-19.408229783625313
-4.8207604574912466e-11	-23.772881504779065
-3.649858193455202e-13	-28.628501069224637
-3.6376457401843254e-13	-28.64217795427197
-9.848668047762743e-09	-18.43598915184355
-3.6376457401843254e-13	-28.642177584987728
-3.6376457401843254e-13	-28.64217795427197
-1.5765475425144615e-08	-17.96541533326219
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-3.6376457401843254e-13	-28.64217795427197
-2.1844193121012268e-12	-26.781931891875114
-3.6376457401843254e-13	-28.64217795427197
-3.462835590495317e-08	-17.178602552104856
-1.9805730339106375e-07	-15.434708553689081
-1.303807062313922e-11	-25.091712943274555
